consumption,interval_start,interval_end
0.056,2020-10-15T17:00:00+01:00,2020-10-15T17:30:00+01:00
0.059,2020-10-15T16:30:00+01:00,2020-10-15T17:00:00+01:00
0.049,2020-10-15T16:00:00+01:00,2020-10-15T16:30:00+01:00
0.057,2020-10-15T15:30:00+01:00,2020-10-15T16:00:00+01:00
0.067,2020-10-15T15:00:00+01:00,2020-10-15T15:30:00+01:00
0.05,2020-10-15T14:30:00+01:00,2020-10-15T15:00:00+01:00
0.061,2020-10-15T14:00:00+01:00,2020-10-15T14:30:00+01:00
0.07,2020-10-15T13:30:00+01:00,2020-10-15T14:00:00+01:00
0.145,2020-10-15T13:00:00+01:00,2020-10-15T13:30:00+01:00
0.326,2020-10-15T12:30:00+01:00,2020-10-15T13:00:00+01:00
0.478,2020-10-15T12:00:00+01:00,2020-10-15T12:30:00+01:00
0.239,2020-10-15T11:30:00+01:00,2020-10-15T12:00:00+01:00
0.066,2020-10-15T11:00:00+01:00,2020-10-15T11:30:00+01:00
0.146,2020-10-15T10:30:00+01:00,2020-10-15T11:00:00+01:00
0.075,2020-10-15T10:00:00+01:00,2020-10-15T10:30:00+01:00
0.061,2020-10-15T09:30:00+01:00,2020-10-15T10:00:00+01:00
0.064,2020-10-15T09:00:00+01:00,2020-10-15T09:30:00+01:00
0.101,2020-10-15T08:30:00+01:00,2020-10-15T09:00:00+01:00
0.103,2020-10-15T08:00:00+01:00,2020-10-15T08:30:00+01:00
0.089,2020-10-15T07:30:00+01:00,2020-10-15T08:00:00+01:00
0.254,2020-10-15T07:00:00+01:00,2020-10-15T07:30:00+01:00
0.05,2020-10-15T06:30:00+01:00,2020-10-15T07:00:00+01:00
0.049,2020-10-15T06:00:00+01:00,2020-10-15T06:30:00+01:00
0.051,2020-10-15T05:30:00+01:00,2020-10-15T06:00:00+01:00
0.049,2020-10-15T05:00:00+01:00,2020-10-15T05:30:00+01:00
1.148,2020-10-15T04:30:00+01:00,2020-10-15T05:00:00+01:00
1.213,2020-10-15T04:00:00+01:00,2020-10-15T04:30:00+01:00
0.151,2020-10-15T03:30:00+01:00,2020-10-15T04:00:00+01:00
0.051,2020-10-15T03:00:00+01:00,2020-10-15T03:30:00+01:00
0.049,2020-10-15T02:30:00+01:00,2020-10-15T03:00:00+01:00
0.05,2020-10-15T02:00:00+01:00,2020-10-15T02:30:00+01:00
0.051,2020-10-15T01:30:00+01:00,2020-10-15T02:00:00+01:00
0.05,2020-10-15T01:00:00+01:00,2020-10-15T01:30:00+01:00
0.05,2020-10-15T00:30:00+01:00,2020-10-15T01:00:00+01:00
0.051,2020-10-15T00:00:00+01:00,2020-10-15T00:30:00+01:00
0.054,2020-10-14T23:30:00+01:00,2020-10-15T00:00:00+01:00
0.053,2020-10-14T23:00:00+01:00,2020-10-14T23:30:00+01:00
0.056,2020-10-14T22:30:00+01:00,2020-10-14T23:00:00+01:00
0.064,2020-10-14T22:00:00+01:00,2020-10-14T22:30:00+01:00
0.097,2020-10-14T21:30:00+01:00,2020-10-14T22:00:00+01:00
0.095,2020-10-14T21:00:00+01:00,2020-10-14T21:30:00+01:00
0.104,2020-10-14T20:30:00+01:00,2020-10-14T21:00:00+01:00
0.178,2020-10-14T20:00:00+01:00,2020-10-14T20:30:00+01:00
0.45,2020-10-14T19:30:00+01:00,2020-10-14T20:00:00+01:00
0.417,2020-10-14T19:00:00+01:00,2020-10-14T19:30:00+01:00
0.097,2020-10-14T18:30:00+01:00,2020-10-14T19:00:00+01:00
0.095,2020-10-14T18:00:00+01:00,2020-10-14T18:30:00+01:00
0.313,2020-10-14T17:30:00+01:00,2020-10-14T18:00:00+01:00
0.032,2020-10-14T17:00:00+01:00,2020-10-14T17:30:00+01:00
0.036,2020-10-14T16:30:00+01:00,2020-10-14T17:00:00+01:00
0.079,2020-10-14T16:00:00+01:00,2020-10-14T16:30:00+01:00
0.133,2020-10-14T15:30:00+01:00,2020-10-14T16:00:00+01:00
0.562,2020-10-14T15:00:00+01:00,2020-10-14T15:30:00+01:00
1.531,2020-10-14T14:30:00+01:00,2020-10-14T15:00:00+01:00
0.723,2020-10-14T14:00:00+01:00,2020-10-14T14:30:00+01:00
0.026,2020-10-14T13:30:00+01:00,2020-10-14T14:00:00+01:00
0.111,2020-10-14T13:00:00+01:00,2020-10-14T13:30:00+01:00
0.031,2020-10-14T12:30:00+01:00,2020-10-14T13:00:00+01:00
0.033,2020-10-14T12:00:00+01:00,2020-10-14T12:30:00+01:00
0.035,2020-10-14T11:30:00+01:00,2020-10-14T12:00:00+01:00
0.129,2020-10-14T11:00:00+01:00,2020-10-14T11:30:00+01:00
0.036,2020-10-14T10:30:00+01:00,2020-10-14T11:00:00+01:00
0.051,2020-10-14T10:00:00+01:00,2020-10-14T10:30:00+01:00
0.065,2020-10-14T09:30:00+01:00,2020-10-14T10:00:00+01:00
0.065,2020-10-14T09:00:00+01:00,2020-10-14T09:30:00+01:00
0.064,2020-10-14T08:30:00+01:00,2020-10-14T09:00:00+01:00
0.093,2020-10-14T08:00:00+01:00,2020-10-14T08:30:00+01:00
0.162,2020-10-14T07:30:00+01:00,2020-10-14T08:00:00+01:00
0.094,2020-10-14T07:00:00+01:00,2020-10-14T07:30:00+01:00
0.063,2020-10-14T06:30:00+01:00,2020-10-14T07:00:00+01:00
0.063,2020-10-14T06:00:00+01:00,2020-10-14T06:30:00+01:00
0.369,2020-10-14T05:30:00+01:00,2020-10-14T06:00:00+01:00
1.228,2020-10-14T05:00:00+01:00,2020-10-14T05:30:00+01:00
0.288,2020-10-14T04:30:00+01:00,2020-10-14T05:00:00+01:00
0.064,2020-10-14T04:00:00+01:00,2020-10-14T04:30:00+01:00
0.062,2020-10-14T03:30:00+01:00,2020-10-14T04:00:00+01:00
0.06,2020-10-14T03:00:00+01:00,2020-10-14T03:30:00+01:00
0.06,2020-10-14T02:30:00+01:00,2020-10-14T03:00:00+01:00
0.06,2020-10-14T02:00:00+01:00,2020-10-14T02:30:00+01:00
0.06,2020-10-14T01:30:00+01:00,2020-10-14T02:00:00+01:00
0.063,2020-10-14T01:00:00+01:00,2020-10-14T01:30:00+01:00
0.061,2020-10-14T00:30:00+01:00,2020-10-14T01:00:00+01:00
0.061,2020-10-14T00:00:00+01:00,2020-10-14T00:30:00+01:00
0.064,2020-10-13T23:30:00+01:00,2020-10-14T00:00:00+01:00
0.07,2020-10-13T23:00:00+01:00,2020-10-13T23:30:00+01:00
0.071,2020-10-13T22:30:00+01:00,2020-10-13T23:00:00+01:00
0.037,2020-10-13T22:00:00+01:00,2020-10-13T22:30:00+01:00
0.04,2020-10-13T21:30:00+01:00,2020-10-13T22:00:00+01:00
0.04,2020-10-13T21:00:00+01:00,2020-10-13T21:30:00+01:00
0.059,2020-10-13T20:30:00+01:00,2020-10-13T21:00:00+01:00
0.08,2020-10-13T20:00:00+01:00,2020-10-13T20:30:00+01:00
0.087,2020-10-13T19:30:00+01:00,2020-10-13T20:00:00+01:00
0.077,2020-10-13T19:00:00+01:00,2020-10-13T19:30:00+01:00
0.083,2020-10-13T18:30:00+01:00,2020-10-13T19:00:00+01:00
0.088,2020-10-13T18:00:00+01:00,2020-10-13T18:30:00+01:00
0.34,2020-10-13T17:30:00+01:00,2020-10-13T18:00:00+01:00
0.064,2020-10-13T17:00:00+01:00,2020-10-13T17:30:00+01:00
0.061,2020-10-13T16:30:00+01:00,2020-10-13T17:00:00+01:00
0.073,2020-10-13T16:00:00+01:00,2020-10-13T16:30:00+01:00
1.299,2020-10-13T15:30:00+01:00,2020-10-13T16:00:00+01:00
1.278,2020-10-13T15:00:00+01:00,2020-10-13T15:30:00+01:00
0.06,2020-10-13T14:30:00+01:00,2020-10-13T15:00:00+01:00
0.076,2020-10-13T14:00:00+01:00,2020-10-13T14:30:00+01:00
0.225,2020-10-13T13:30:00+01:00,2020-10-13T14:00:00+01:00
0.112,2020-10-13T13:00:00+01:00,2020-10-13T13:30:00+01:00
0.222,2020-10-13T12:30:00+01:00,2020-10-13T13:00:00+01:00
0.348,2020-10-13T12:00:00+01:00,2020-10-13T12:30:00+01:00
0.323,2020-10-13T11:30:00+01:00,2020-10-13T12:00:00+01:00
0.081,2020-10-13T11:00:00+01:00,2020-10-13T11:30:00+01:00
0.077,2020-10-13T10:30:00+01:00,2020-10-13T11:00:00+01:00
0.065,2020-10-13T10:00:00+01:00,2020-10-13T10:30:00+01:00
0.088,2020-10-13T09:30:00+01:00,2020-10-13T10:00:00+01:00
0.098,2020-10-13T09:00:00+01:00,2020-10-13T09:30:00+01:00
0.131,2020-10-13T08:30:00+01:00,2020-10-13T09:00:00+01:00
0.102,2020-10-13T08:00:00+01:00,2020-10-13T08:30:00+01:00
0.196,2020-10-13T07:30:00+01:00,2020-10-13T08:00:00+01:00
1.217,2020-10-13T07:00:00+01:00,2020-10-13T07:30:00+01:00
0.513,2020-10-13T06:30:00+01:00,2020-10-13T07:00:00+01:00
0.06,2020-10-13T06:00:00+01:00,2020-10-13T06:30:00+01:00
0.062,2020-10-13T05:30:00+01:00,2020-10-13T06:00:00+01:00
0.065,2020-10-13T05:00:00+01:00,2020-10-13T05:30:00+01:00
0.065,2020-10-13T04:30:00+01:00,2020-10-13T05:00:00+01:00
0.064,2020-10-13T04:00:00+01:00,2020-10-13T04:30:00+01:00
0.062,2020-10-13T03:30:00+01:00,2020-10-13T04:00:00+01:00
0.06,2020-10-13T03:00:00+01:00,2020-10-13T03:30:00+01:00
0.061,2020-10-13T02:30:00+01:00,2020-10-13T03:00:00+01:00
0.061,2020-10-13T02:00:00+01:00,2020-10-13T02:30:00+01:00
0.066,2020-10-13T01:30:00+01:00,2020-10-13T02:00:00+01:00
0.063,2020-10-13T01:00:00+01:00,2020-10-13T01:30:00+01:00
0.066,2020-10-13T00:30:00+01:00,2020-10-13T01:00:00+01:00
0.068,2020-10-13T00:00:00+01:00,2020-10-13T00:30:00+01:00
0.066,2020-10-12T23:30:00+01:00,2020-10-13T00:00:00+01:00
0.066,2020-10-12T23:00:00+01:00,2020-10-12T23:30:00+01:00
0.068,2020-10-12T22:30:00+01:00,2020-10-12T23:00:00+01:00
0.07,2020-10-12T22:00:00+01:00,2020-10-12T22:30:00+01:00
0.072,2020-10-12T21:30:00+01:00,2020-10-12T22:00:00+01:00
0.09,2020-10-12T21:00:00+01:00,2020-10-12T21:30:00+01:00
0.103,2020-10-12T20:30:00+01:00,2020-10-12T21:00:00+01:00
0.115,2020-10-12T20:00:00+01:00,2020-10-12T20:30:00+01:00
0.148,2020-10-12T19:30:00+01:00,2020-10-12T20:00:00+01:00
0.593,2020-10-12T19:00:00+01:00,2020-10-12T19:30:00+01:00
0.081,2020-10-12T18:30:00+01:00,2020-10-12T19:00:00+01:00
0.219,2020-10-12T18:00:00+01:00,2020-10-12T18:30:00+01:00
0.535,2020-10-12T17:30:00+01:00,2020-10-12T18:00:00+01:00
0.034,2020-10-12T17:00:00+01:00,2020-10-12T17:30:00+01:00
0.034,2020-10-12T16:30:00+01:00,2020-10-12T17:00:00+01:00
0.037,2020-10-12T16:00:00+01:00,2020-10-12T16:30:00+01:00
0.028,2020-10-12T15:30:00+01:00,2020-10-12T16:00:00+01:00
0.077,2020-10-12T15:00:00+01:00,2020-10-12T15:30:00+01:00
0.129,2020-10-12T14:30:00+01:00,2020-10-12T15:00:00+01:00
0.035,2020-10-12T14:00:00+01:00,2020-10-12T14:30:00+01:00
0.055,2020-10-12T13:30:00+01:00,2020-10-12T14:00:00+01:00
0.114,2020-10-12T13:00:00+01:00,2020-10-12T13:30:00+01:00
0.036,2020-10-12T12:30:00+01:00,2020-10-12T13:00:00+01:00
0.039,2020-10-12T12:00:00+01:00,2020-10-12T12:30:00+01:00
0.038,2020-10-12T11:30:00+01:00,2020-10-12T12:00:00+01:00
0.064,2020-10-12T11:00:00+01:00,2020-10-12T11:30:00+01:00
0.092,2020-10-12T10:30:00+01:00,2020-10-12T11:00:00+01:00
0.04,2020-10-12T10:00:00+01:00,2020-10-12T10:30:00+01:00
0.043,2020-10-12T09:30:00+01:00,2020-10-12T10:00:00+01:00
0.045,2020-10-12T09:00:00+01:00,2020-10-12T09:30:00+01:00
0.047,2020-10-12T08:30:00+01:00,2020-10-12T09:00:00+01:00
0.044,2020-10-12T08:00:00+01:00,2020-10-12T08:30:00+01:00
0.086,2020-10-12T07:30:00+01:00,2020-10-12T08:00:00+01:00
0.103,2020-10-12T07:00:00+01:00,2020-10-12T07:30:00+01:00
0.187,2020-10-12T06:30:00+01:00,2020-10-12T07:00:00+01:00
0.098,2020-10-12T06:00:00+01:00,2020-10-12T06:30:00+01:00
0.106,2020-10-12T05:30:00+01:00,2020-10-12T06:00:00+01:00
0.757,2020-10-12T05:00:00+01:00,2020-10-12T05:30:00+01:00
2.7,2020-10-12T04:30:00+01:00,2020-10-12T05:00:00+01:00
2.204,2020-10-12T04:00:00+01:00,2020-10-12T04:30:00+01:00
0.156,2020-10-12T03:30:00+01:00,2020-10-12T04:00:00+01:00
0.06,2020-10-12T03:00:00+01:00,2020-10-12T03:30:00+01:00
0.06,2020-10-12T02:30:00+01:00,2020-10-12T03:00:00+01:00
0.061,2020-10-12T02:00:00+01:00,2020-10-12T02:30:00+01:00
0.061,2020-10-12T01:30:00+01:00,2020-10-12T02:00:00+01:00
0.063,2020-10-12T01:00:00+01:00,2020-10-12T01:30:00+01:00
0.061,2020-10-12T00:30:00+01:00,2020-10-12T01:00:00+01:00
0.062,2020-10-12T00:00:00+01:00,2020-10-12T00:30:00+01:00
1.139,2020-10-11T23:30:00+01:00,2020-10-12T00:00:00+01:00
0.162,2020-10-11T23:00:00+01:00,2020-10-11T23:30:00+01:00
0.066,2020-10-11T22:30:00+01:00,2020-10-11T23:00:00+01:00
0.066,2020-10-11T22:00:00+01:00,2020-10-11T22:30:00+01:00
0.067,2020-10-11T21:30:00+01:00,2020-10-11T22:00:00+01:00
0.086,2020-10-11T21:00:00+01:00,2020-10-11T21:30:00+01:00
0.108,2020-10-11T20:30:00+01:00,2020-10-11T21:00:00+01:00
0.112,2020-10-11T20:00:00+01:00,2020-10-11T20:30:00+01:00
0.116,2020-10-11T19:30:00+01:00,2020-10-11T20:00:00+01:00
0.125,2020-10-11T19:00:00+01:00,2020-10-11T19:30:00+01:00
0.159,2020-10-11T18:30:00+01:00,2020-10-11T19:00:00+01:00
0.169,2020-10-11T18:00:00+01:00,2020-10-11T18:30:00+01:00
0.174,2020-10-11T17:30:00+01:00,2020-10-11T18:00:00+01:00
0.197,2020-10-11T17:00:00+01:00,2020-10-11T17:30:00+01:00
0.203,2020-10-11T16:30:00+01:00,2020-10-11T17:00:00+01:00
0.281,2020-10-11T16:00:00+01:00,2020-10-11T16:30:00+01:00
0.285,2020-10-11T15:30:00+01:00,2020-10-11T16:00:00+01:00
0.302,2020-10-11T15:00:00+01:00,2020-10-11T15:30:00+01:00
0.247,2020-10-11T14:30:00+01:00,2020-10-11T15:00:00+01:00
0.339,2020-10-11T14:00:00+01:00,2020-10-11T14:30:00+01:00
0.584,2020-10-11T13:30:00+01:00,2020-10-11T14:00:00+01:00
0.656,2020-10-11T13:00:00+01:00,2020-10-11T13:30:00+01:00
0.64,2020-10-11T12:30:00+01:00,2020-10-11T13:00:00+01:00
0.673,2020-10-11T12:00:00+01:00,2020-10-11T12:30:00+01:00
0.313,2020-10-11T11:30:00+01:00,2020-10-11T12:00:00+01:00
0.119,2020-10-11T11:00:00+01:00,2020-10-11T11:30:00+01:00
0.211,2020-10-11T10:30:00+01:00,2020-10-11T11:00:00+01:00
0.229,2020-10-11T10:00:00+01:00,2020-10-11T10:30:00+01:00
0.217,2020-10-11T09:30:00+01:00,2020-10-11T10:00:00+01:00
0.215,2020-10-11T09:00:00+01:00,2020-10-11T09:30:00+01:00
0.161,2020-10-11T08:30:00+01:00,2020-10-11T09:00:00+01:00
0.645,2020-10-11T08:00:00+01:00,2020-10-11T08:30:00+01:00
1.615,2020-10-11T07:30:00+01:00,2020-10-11T08:00:00+01:00
1.027,2020-10-11T07:00:00+01:00,2020-10-11T07:30:00+01:00
0.035,2020-10-11T06:30:00+01:00,2020-10-11T07:00:00+01:00
0.03,2020-10-11T06:00:00+01:00,2020-10-11T06:30:00+01:00
0.035,2020-10-11T05:30:00+01:00,2020-10-11T06:00:00+01:00
0.652,2020-10-11T05:00:00+01:00,2020-10-11T05:30:00+01:00
1.26,2020-10-11T04:30:00+01:00,2020-10-11T05:00:00+01:00
1.283,2020-10-11T04:00:00+01:00,2020-10-11T04:30:00+01:00
0.653,2020-10-11T03:30:00+01:00,2020-10-11T04:00:00+01:00
0.286,2020-10-11T03:00:00+01:00,2020-10-11T03:30:00+01:00
0.064,2020-10-11T02:30:00+01:00,2020-10-11T03:00:00+01:00
0.065,2020-10-11T02:00:00+01:00,2020-10-11T02:30:00+01:00
0.067,2020-10-11T01:30:00+01:00,2020-10-11T02:00:00+01:00
0.064,2020-10-11T01:00:00+01:00,2020-10-11T01:30:00+01:00
0.065,2020-10-11T00:30:00+01:00,2020-10-11T01:00:00+01:00
0.065,2020-10-11T00:00:00+01:00,2020-10-11T00:30:00+01:00
0.071,2020-10-10T23:30:00+01:00,2020-10-11T00:00:00+01:00
0.07,2020-10-10T23:00:00+01:00,2020-10-10T23:30:00+01:00
0.072,2020-10-10T22:30:00+01:00,2020-10-10T23:00:00+01:00
0.075,2020-10-10T22:00:00+01:00,2020-10-10T22:30:00+01:00
0.082,2020-10-10T21:30:00+01:00,2020-10-10T22:00:00+01:00
0.082,2020-10-10T21:00:00+01:00,2020-10-10T21:30:00+01:00
0.1,2020-10-10T20:30:00+01:00,2020-10-10T21:00:00+01:00
0.109,2020-10-10T20:00:00+01:00,2020-10-10T20:30:00+01:00
0.118,2020-10-10T19:30:00+01:00,2020-10-10T20:00:00+01:00
0.253,2020-10-10T19:00:00+01:00,2020-10-10T19:30:00+01:00
0.158,2020-10-10T18:30:00+01:00,2020-10-10T19:00:00+01:00
0.099,2020-10-10T18:00:00+01:00,2020-10-10T18:30:00+01:00
0.097,2020-10-10T17:30:00+01:00,2020-10-10T18:00:00+01:00
0.099,2020-10-10T17:00:00+01:00,2020-10-10T17:30:00+01:00
0.101,2020-10-10T16:30:00+01:00,2020-10-10T17:00:00+01:00
0.185,2020-10-10T16:00:00+01:00,2020-10-10T16:30:00+01:00
1.15,2020-10-10T15:30:00+01:00,2020-10-10T16:00:00+01:00
1.253,2020-10-10T15:00:00+01:00,2020-10-10T15:30:00+01:00
0.154,2020-10-10T14:30:00+01:00,2020-10-10T15:00:00+01:00
0.062,2020-10-10T14:00:00+01:00,2020-10-10T14:30:00+01:00
0.062,2020-10-10T13:30:00+01:00,2020-10-10T14:00:00+01:00
0.066,2020-10-10T13:00:00+01:00,2020-10-10T13:30:00+01:00
0.087,2020-10-10T12:30:00+01:00,2020-10-10T13:00:00+01:00
0.319,2020-10-10T12:00:00+01:00,2020-10-10T12:30:00+01:00
0.202,2020-10-10T11:30:00+01:00,2020-10-10T12:00:00+01:00
0.199,2020-10-10T11:00:00+01:00,2020-10-10T11:30:00+01:00
0.341,2020-10-10T10:30:00+01:00,2020-10-10T11:00:00+01:00
0.457,2020-10-10T10:00:00+01:00,2020-10-10T10:30:00+01:00
0.648,2020-10-10T09:30:00+01:00,2020-10-10T10:00:00+01:00
0.391,2020-10-10T09:00:00+01:00,2020-10-10T09:30:00+01:00
0.128,2020-10-10T08:30:00+01:00,2020-10-10T09:00:00+01:00
0.346,2020-10-10T08:00:00+01:00,2020-10-10T08:30:00+01:00
0.03,2020-10-10T07:30:00+01:00,2020-10-10T08:00:00+01:00
0.037,2020-10-10T07:00:00+01:00,2020-10-10T07:30:00+01:00
0.036,2020-10-10T06:30:00+01:00,2020-10-10T07:00:00+01:00
0.032,2020-10-10T06:00:00+01:00,2020-10-10T06:30:00+01:00
0.036,2020-10-10T05:30:00+01:00,2020-10-10T06:00:00+01:00
0.037,2020-10-10T05:00:00+01:00,2020-10-10T05:30:00+01:00
1.1,2020-10-10T04:30:00+01:00,2020-10-10T05:00:00+01:00
1.225,2020-10-10T04:00:00+01:00,2020-10-10T04:30:00+01:00
0.203,2020-10-10T03:30:00+01:00,2020-10-10T04:00:00+01:00
0.477,2020-10-10T03:00:00+01:00,2020-10-10T03:30:00+01:00
0.04,2020-10-10T02:30:00+01:00,2020-10-10T03:00:00+01:00
0.04,2020-10-10T02:00:00+01:00,2020-10-10T02:30:00+01:00
0.043,2020-10-10T01:30:00+01:00,2020-10-10T02:00:00+01:00
0.041,2020-10-10T01:00:00+01:00,2020-10-10T01:30:00+01:00
0.044,2020-10-10T00:30:00+01:00,2020-10-10T01:00:00+01:00
0.044,2020-10-10T00:00:00+01:00,2020-10-10T00:30:00+01:00
0.042,2020-10-09T23:30:00+01:00,2020-10-10T00:00:00+01:00
0.04,2020-10-09T23:00:00+01:00,2020-10-09T23:30:00+01:00
0.04,2020-10-09T22:30:00+01:00,2020-10-09T23:00:00+01:00
0.042,2020-10-09T22:00:00+01:00,2020-10-09T22:30:00+01:00
0.044,2020-10-09T21:30:00+01:00,2020-10-09T22:00:00+01:00
0.059,2020-10-09T21:00:00+01:00,2020-10-09T21:30:00+01:00
0.084,2020-10-09T20:30:00+01:00,2020-10-09T21:00:00+01:00
0.072,2020-10-09T20:00:00+01:00,2020-10-09T20:30:00+01:00
0.068,2020-10-09T19:30:00+01:00,2020-10-09T20:00:00+01:00
0.071,2020-10-09T19:00:00+01:00,2020-10-09T19:30:00+01:00
0.076,2020-10-09T18:30:00+01:00,2020-10-09T19:00:00+01:00
0.077,2020-10-09T18:00:00+01:00,2020-10-09T18:30:00+01:00
0.048,2020-10-09T17:30:00+01:00,2020-10-09T18:00:00+01:00
0.061,2020-10-09T17:00:00+01:00,2020-10-09T17:30:00+01:00
0.064,2020-10-09T16:30:00+01:00,2020-10-09T17:00:00+01:00
0.059,2020-10-09T16:00:00+01:00,2020-10-09T16:30:00+01:00
1.118,2020-10-09T15:30:00+01:00,2020-10-09T16:00:00+01:00
0.311,2020-10-09T15:00:00+01:00,2020-10-09T15:30:00+01:00
0.064,2020-10-09T14:30:00+01:00,2020-10-09T15:00:00+01:00
0.064,2020-10-09T14:00:00+01:00,2020-10-09T14:30:00+01:00
0.064,2020-10-09T13:30:00+01:00,2020-10-09T14:00:00+01:00
0.064,2020-10-09T13:00:00+01:00,2020-10-09T13:30:00+01:00
0.064,2020-10-09T12:30:00+01:00,2020-10-09T13:00:00+01:00
0.065,2020-10-09T12:00:00+01:00,2020-10-09T12:30:00+01:00
0.064,2020-10-09T11:30:00+01:00,2020-10-09T12:00:00+01:00
0.064,2020-10-09T11:00:00+01:00,2020-10-09T11:30:00+01:00
0.064,2020-10-09T10:30:00+01:00,2020-10-09T11:00:00+01:00
0.083,2020-10-09T10:00:00+01:00,2020-10-09T10:30:00+01:00
0.163,2020-10-09T09:30:00+01:00,2020-10-09T10:00:00+01:00
0.887,2020-10-09T09:00:00+01:00,2020-10-09T09:30:00+01:00
1.536,2020-10-09T08:30:00+01:00,2020-10-09T09:00:00+01:00
0.804,2020-10-09T08:00:00+01:00,2020-10-09T08:30:00+01:00
0.3,2020-10-09T07:30:00+01:00,2020-10-09T08:00:00+01:00
0.061,2020-10-09T07:00:00+01:00,2020-10-09T07:30:00+01:00
0.065,2020-10-09T06:30:00+01:00,2020-10-09T07:00:00+01:00
0.061,2020-10-09T06:00:00+01:00,2020-10-09T06:30:00+01:00
0.366,2020-10-09T05:30:00+01:00,2020-10-09T06:00:00+01:00
0.065,2020-10-09T05:00:00+01:00,2020-10-09T05:30:00+01:00
0.066,2020-10-09T04:30:00+01:00,2020-10-09T05:00:00+01:00
0.093,2020-10-09T04:00:00+01:00,2020-10-09T04:30:00+01:00
0.069,2020-10-09T03:30:00+01:00,2020-10-09T04:00:00+01:00
0.064,2020-10-09T03:00:00+01:00,2020-10-09T03:30:00+01:00
0.065,2020-10-09T02:30:00+01:00,2020-10-09T03:00:00+01:00
0.3,2020-10-09T02:00:00+01:00,2020-10-09T02:30:00+01:00
1.375,2020-10-09T01:30:00+01:00,2020-10-09T02:00:00+01:00
1.54,2020-10-09T01:00:00+01:00,2020-10-09T01:30:00+01:00
0.365,2020-10-09T00:30:00+01:00,2020-10-09T01:00:00+01:00
0.071,2020-10-09T00:00:00+01:00,2020-10-09T00:30:00+01:00
0.074,2020-10-08T23:30:00+01:00,2020-10-09T00:00:00+01:00
0.075,2020-10-08T23:00:00+01:00,2020-10-08T23:30:00+01:00
0.097,2020-10-08T22:30:00+01:00,2020-10-08T23:00:00+01:00
0.113,2020-10-08T22:00:00+01:00,2020-10-08T22:30:00+01:00
0.113,2020-10-08T21:30:00+01:00,2020-10-08T22:00:00+01:00
0.132,2020-10-08T21:00:00+01:00,2020-10-08T21:30:00+01:00
0.124,2020-10-08T20:30:00+01:00,2020-10-08T21:00:00+01:00
0.088,2020-10-08T20:00:00+01:00,2020-10-08T20:30:00+01:00
0.067,2020-10-08T19:30:00+01:00,2020-10-08T20:00:00+01:00
0.066,2020-10-08T19:00:00+01:00,2020-10-08T19:30:00+01:00
0.062,2020-10-08T18:30:00+01:00,2020-10-08T19:00:00+01:00
0.07,2020-10-08T18:00:00+01:00,2020-10-08T18:30:00+01:00
0.076,2020-10-08T17:30:00+01:00,2020-10-08T18:00:00+01:00
0.079,2020-10-08T17:00:00+01:00,2020-10-08T17:30:00+01:00
0.08,2020-10-08T16:30:00+01:00,2020-10-08T17:00:00+01:00
0.086,2020-10-08T16:00:00+01:00,2020-10-08T16:30:00+01:00
0.086,2020-10-08T15:30:00+01:00,2020-10-08T16:00:00+01:00
0.096,2020-10-08T15:00:00+01:00,2020-10-08T15:30:00+01:00
0.123,2020-10-08T14:30:00+01:00,2020-10-08T15:00:00+01:00
0.151,2020-10-08T14:00:00+01:00,2020-10-08T14:30:00+01:00
0.125,2020-10-08T13:30:00+01:00,2020-10-08T14:00:00+01:00
0.162,2020-10-08T13:00:00+01:00,2020-10-08T13:30:00+01:00
0.437,2020-10-08T12:30:00+01:00,2020-10-08T13:00:00+01:00
0.34,2020-10-08T12:00:00+01:00,2020-10-08T12:30:00+01:00
0.053,2020-10-08T11:30:00+01:00,2020-10-08T12:00:00+01:00
0.068,2020-10-08T11:00:00+01:00,2020-10-08T11:30:00+01:00
0.072,2020-10-08T10:30:00+01:00,2020-10-08T11:00:00+01:00
0.073,2020-10-08T10:00:00+01:00,2020-10-08T10:30:00+01:00
0.081,2020-10-08T09:30:00+01:00,2020-10-08T10:00:00+01:00
0.069,2020-10-08T09:00:00+01:00,2020-10-08T09:30:00+01:00
0.185,2020-10-08T08:30:00+01:00,2020-10-08T09:00:00+01:00
0.114,2020-10-08T08:00:00+01:00,2020-10-08T08:30:00+01:00
0.079,2020-10-08T07:30:00+01:00,2020-10-08T08:00:00+01:00
0.216,2020-10-08T07:00:00+01:00,2020-10-08T07:30:00+01:00
0.112,2020-10-08T06:30:00+01:00,2020-10-08T07:00:00+01:00
0.103,2020-10-08T06:00:00+01:00,2020-10-08T06:30:00+01:00
0.028,2020-10-08T05:30:00+01:00,2020-10-08T06:00:00+01:00
0.031,2020-10-08T05:00:00+01:00,2020-10-08T05:30:00+01:00
0.047,2020-10-08T04:30:00+01:00,2020-10-08T05:00:00+01:00
0.059,2020-10-08T04:00:00+01:00,2020-10-08T04:30:00+01:00
0.058,2020-10-08T03:30:00+01:00,2020-10-08T04:00:00+01:00
0.056,2020-10-08T03:00:00+01:00,2020-10-08T03:30:00+01:00
0.061,2020-10-08T02:30:00+01:00,2020-10-08T03:00:00+01:00
0.057,2020-10-08T02:00:00+01:00,2020-10-08T02:30:00+01:00
0.056,2020-10-08T01:30:00+01:00,2020-10-08T02:00:00+01:00
